city_ascii,country,region,latitude,longitude,population,iso2,iso3,admin_name,city
Puerto Montt,Chile,South/Latin America ,-41.4718,-72.9396,245902,CL,CHL,Los Lagos,Puerto Montt
Rancagua,Chile,South/Latin America ,-34.1654,-70.7398,231370,CL,CHL,Libertador General Bernardo O’Higgins,Rancagua
La Serena,Chile,South/Latin America ,-29.9027,-71.252,221054,CL,CHL,Coquimbo,La Serena
Concepcion,Chile,South/Latin America ,-36.8271,-73.0503,217537,CL,CHL,Biobío,Concepción
Los Angeles,Chile,South/Latin America ,-37.4707,-72.3517,218000,CL,CHL,Biobío,Los Ángeles
Coquimbo,Chile,South/Latin America ,-29.9532,-71.338,204068,CL,CHL,Coquimbo,Coquimbo
Arica,Chile,South/Latin America ,-18.4784,-70.3211,202131,CL,CHL,Arica y Parinacota,Arica
Talca,Chile,South/Latin America ,-35.455,-71.67,197479,CL,CHL,Maule,Talca
Iquique,Chile,South/Latin America ,-20.2141,-70.1524,188003,CL,CHL,Tarapacá,Iquique
Chillan,Chile,South/Latin America ,-36.6067,-72.1033,164270,CL,CHL,Biobío,Chillán
Calama,Chile,South/Latin America ,-22.4624,-68.9272,157575,CL,CHL,Antofagasta,Calama
Talcahuano,Chile,South/Latin America ,-36.7145,-73.1141,147831,CL,CHL,Biobío,Talcahuano
Copiapo,Chile,South/Latin America ,-27.3665,-70.3323,150804,CL,CHL,Atacama,Copiapó
Valdivia,Chile,South/Latin America ,-39.8142,-73.2459,150048,CL,CHL,Los Ríos,Valdivia
Quilpue,Chile,South/Latin America ,-33.0498,-71.4415,147991,CL,CHL,Valparaíso,Quilpué
Osorno,Chile,South/Latin America ,-40.5667,-73.15,147460,CL,CHL,Los Lagos,Osorno
Villa Alemana,Chile,South/Latin America ,-33.0428,-71.3744,125140,CL,CHL,Valparaíso,Villa Alemana
Curico,Chile,South/Latin America ,-34.9854,-71.2394,125275,CL,CHL,Maule,Curicó
Punta Arenas,Chile,South/Latin America ,-53.1627,-70.9081,123403,CL,CHL,Magallanes y de la Antártica Chilena,Punta Arenas
Coyhaique,Chile,South/Latin America ,-45.5712,-72.0685,49667,CL,CHL,Aysén,Coyhaique
Coronel,Chile,South/Latin America ,-37.03,-73.16,92940,CL,CHL,Biobío,Coronel
Quillota,Chile,South/Latin America ,-32.8799,-71.2474,90517,CL,CHL,Valparaíso,Quillota
San Antonio,Chile,South/Latin America ,-33.5809,-71.6132,86239,CL,CHL,Valparaíso,San Antonio
Ovalle,Chile,South/Latin America ,-30.6031,-71.203,75864,CL,CHL,Coquimbo,Ovalle
Linares,Chile,South/Latin America ,-35.8454,-71.5979,73602,CL,CHL,Maule,Linares
Los Andes,Chile,South/Latin America ,-32.8337,-70.5982,68093,CL,CHL,Valparaíso,Los Andes
San Felipe,Chile,South/Latin America ,-32.7507,-70.7251,64120,CL,CHL,Valparaíso,San Felipe
San Fernando,Chile,South/Latin America ,-34.5839,-70.9891,58367,CL,CHL,Libertador General Bernardo O’Higgins,San Fernando
Angol,Chile,South/Latin America ,-37.7988,-72.7086,53262,CL,CHL,Araucanía,Angol
Vallenar,Chile,South/Latin America ,-28.57,-70.76,44895,CL,CHL,Atacama,Vallenar
Lota,Chile,South/Latin America ,-37.0944,-73.1563,43272,CL,CHL,Biobío,Lota
Alerce,Chile,South/Latin America ,-41.3969,-72.9037,42267,CL,CHL,Los Lagos,Alerce
Tome,Chile,South/Latin America ,-36.6171,-72.9575,42312,CL,CHL,Biobío,Tomé
Constitucion,Chile,South/Latin America ,-35.3296,-72.42,37917,CL,CHL,Maule,Constitución
Lampa,Chile,South/Latin America ,-33.2864,-70.8729,37599,CL,CHL,Región Metropolitana,Lampa
Castro,Chile,South/Latin America ,-42.4824,-73.7643,33417,CL,CHL,Los Lagos,Castro
Villarrica,Chile,South/Latin America ,-39.28,-72.23,31602,CL,CHL,Araucanía,Villarrica
Cauquenes,Chile,South/Latin America ,-35.9671,-72.3154,31362,CL,CHL,Maule,Cauquenes
Curanilahue,Chile,South/Latin America ,-37.48,-73.34,30611,CL,CHL,Biobío,Curanilahue
San Javier,Chile,South/Latin America ,-35.5924,-71.7353,29017,CL,CHL,Maule,San Javier
Ancud,Chile,South/Latin America ,-41.8682,-73.8287,28162,CL,CHL,Los Lagos,Ancud
Chillan Viejo,Chile,South/Latin America ,-36.6229,-72.1317,27359,CL,CHL,Biobío,Chillán Viejo
La Union,Chile,South/Latin America ,-40.2952,-73.0822,26517,CL,CHL,Los Ríos,La Unión
Puerto Varas,Chile,South/Latin America ,-41.3178,-72.9827,26172,CL,CHL,Los Lagos,Puerto Varas
Victoria,Chile,South/Latin America ,-38.2395,-72.34,24555,CL,CHL,Araucanía,Victoria
Tocopilla,Chile,South/Latin America ,-22.0941,-70.201,24460,CL,CHL,Antofagasta,Tocopilla
Lebu,Chile,South/Latin America ,-37.6103,-73.6561,22345,CL,CHL,Biobío,Lebu
Casablanca,Chile,South/Latin America ,-33.3167,-71.4167,21874,CL,CHL,Valparaíso,Casablanca
Illapel,Chile,South/Latin America ,-31.6327,-71.1683,20751,CL,CHL,Coquimbo,Illapel
Salamanca,Chile,South/Latin America ,-31.7796,-70.98,20214,CL,CHL,Coquimbo,Salamanca
La Ligua,Chile,South/Latin America ,-32.4494,-71.2317,19127,CL,CHL,Valparaíso,La Ligua
Puerto Natales,Chile,South/Latin America ,-51.7263,-72.5062,19023,CL,CHL,Magallanes y de la Antártica Chilena,Puerto Natales
Nueva Imperial,Chile,South/Latin America ,-38.74,-72.96,18777,CL,CHL,Araucanía,Nueva Imperial
Diego de Almagro,Chile,South/Latin America ,-26.3696,-70.05,18137,CL,CHL,Atacama,Diego de Almagro
Arauco,Chile,South/Latin America ,-37.2463,-73.3175,17597,CL,CHL,Biobío,Arauco
Puerto Aysen,Chile,South/Latin America ,-45.4068,-72.6977,17441,CL,CHL,Aysén,Puerto Aysén
Batuco,Chile,South/Latin America ,-33.2299,-70.8085,16784,CL,CHL,Región Metropolitana,Batuco
Rio Bueno,Chile,South/Latin America ,-40.3337,-72.9568,16909,CL,CHL,Los Ríos,Río Bueno
Collipulli,Chile,South/Latin America ,-37.96,-72.43,16392,CL,CHL,Araucanía,Collipulli
Calbuco,Chile,South/Latin America ,-41.7712,-73.1275,15903,CL,CHL,Los Lagos,Calbuco
Loncoche,Chile,South/Latin America ,-39.3669,-72.6308,15590,CL,CHL,Araucanía,Loncoche
Chanaral,Chile,South/Latin America ,-29.0772,-71.4906,13543,CL,CHL,Atacama,Chañaral
Vicuna,Chile,South/Latin America ,-30.0295,-70.74,13496,CL,CHL,Coquimbo,Vicuña
Frutillar,Chile,South/Latin America ,-41.1258,-73.0605,12876,CL,CHL,Los Lagos,Frutillar
Tierra Amarilla,Chile,South/Latin America ,-27.48,-70.28,12888,CL,CHL,Atacama,Tierra Amarilla
Los Lagos,Chile,South/Latin America ,-39.8495,-72.83,12813,CL,CHL,Los Ríos,Los Lagos
Pichilemu,Chile,South/Latin America ,-34.3851,-72.0049,12776,CL,CHL,Libertador General Bernardo O’Higgins,Pichilemu
San Francisco de Mostazal,Chile,South/Latin America ,-33.9799,-70.7122,12719,CL,CHL,Libertador General Bernardo O’Higgins,San Francisco de Mostazal
Chuquicamata,Chile,South/Latin America ,-22.32,-68.93,11941,CL,CHL,Antofagasta,Chuquicamata
Carahue,Chile,South/Latin America ,-38.7095,-73.17,11875,CL,CHL,Araucanía,Carahue
Chicureo Abajo,Chile,South/Latin America ,-33.2808,-70.6366,10975,CL,CHL,Región Metropolitana,Chicureo Abajo
Panguipulli,Chile,South/Latin America ,-39.6419,-72.3334,11091,CL,CHL,Los Ríos,Panguipulli
Yungay,Chile,South/Latin America ,-37.1194,-72.0189,10884,CL,CHL,Biobío,Yungay
Caldera,Chile,South/Latin America ,-27.0696,-70.83,10259,CL,CHL,Atacama,Caldera
Lonquimay,Chile,South/Latin America ,-38.4333,-71.2333,10237,CL,CHL,Araucanía,Lonquimay
Taltal,Chile,South/Latin America ,-25.4,-70.47,10018,CL,CHL,Antofagasta,Taltal
Pozo Almonte,Chile,South/Latin America ,-20.2597,-69.7862,9277,CL,CHL,Tarapacá,Pozo Almonte
Lo Miranda,Chile,South/Latin America ,-34.1957,-70.8891,9000,CL,CHL,Libertador General Bernardo O’Higgins,Lo Miranda
Lanco,Chile,South/Latin America ,-39.4523,-72.7755,8521,CL,CHL,Los Ríos,Lanco
Ventanas,Chile,South/Latin America ,-32.7419,-71.4839,8314,CL,CHL,Valparaíso,Ventanas
Fresia,Chile,South/Latin America ,-41.1531,-73.4223,7328,CL,CHL,Los Lagos,Fresia
Hanga Roa,Chile,South/Latin America ,-27.1492,-109.4323,7163,CL,CHL,Valparaíso,Hanga Roa
Dalcahue,Chile,South/Latin America ,-42.3796,-73.6473,7120,CL,CHL,Los Lagos,Dalcahue
Monte Aguila,Chile,South/Latin America ,-37.0879,-72.4385,6574,CL,CHL,Biobío,Monte Águila
Porvenir,Chile,South/Latin America ,-53.2956,-70.3687,5992,CL,CHL,Magallanes y de la Antártica Chilena,Porvenir
Chonchi,Chile,South/Latin America ,-42.6238,-73.7725,5632,CL,CHL,Los Lagos,Chonchi
San Pedro de Atacama,Chile,South/Latin America ,-22.9108,-68.2001,5347,CL,CHL,Antofagasta,San Pedro de Atacama
Puchuncavi,Chile,South/Latin America ,-32.7261,-71.4151,5271,CL,CHL,Valparaíso,Puchuncaví
Laraquete,Chile,South/Latin America ,-37.1677,-73.1859,5014,CL,CHL,Biobío,Laraquete
Santa Barbara,Chile,South/Latin America ,-37.6667,-72.0167,3494,CL,CHL,Biobío,Santa Bárbara
Cochrane,Chile,South/Latin America ,-47.2539,-72.5732,2789,CL,CHL,Aysén,Cochrane
Puerto Williams,Chile,South/Latin America ,-54.9341,-67.6109,1868,CL,CHL,Magallanes y de la Antártica Chilena,Puerto Williams
Quellon,Chile,South/Latin America ,-43.1201,-73.6203,7029,CL,CHL,Los Lagos,Quellón
Quirihue,Chile,South/Latin America ,-36.28,-72.53,6529,CL,CHL,Biobío,Quirihue
El Palqui,Chile,South/Latin America ,-30.7679,-70.9433,6175,CL,CHL,Coquimbo,El Palqui
Combarbala,Chile,South/Latin America ,-31.18,-71,5134,CL,CHL,Coquimbo,Combarbalá
Huasco,Chile,South/Latin America ,-28.4696,-71.22,2558,CL,CHL,Atacama,Huasco
Oficina Maria Elena,Chile,South/Latin America ,-22.35,-69.67,2370,CL,CHL,Antofagasta,Oficina María Elena
Tolten,Chile,South/Latin America ,-39.2166,-73.2123,2293,CL,CHL,Araucanía,Toltén
Mejillones,Chile,South/Latin America ,-23.1,-70.45,2041,CL,CHL,Antofagasta,Mejillones
Toconao,Chile,South/Latin America ,-23.1829,-68.0166,378,CL,CHL,Antofagasta,Toconao
Balsadero Rio Verde,Chile,South/Latin America ,-52.65,-71.4666,358,CL,CHL,Magallanes y de la Antártica Chilena,Balsadero Río Verde
Villa O'Higgins,Chile,South/Latin America ,-48.4679,-72.56,250,CL,CHL,Aysén,Villa O’Higgins
Cuya,Chile,South/Latin America ,-19.1597,-70.1794,20,CL,CHL,Arica y Parinacota,Cuya
Lagunas,Chile,South/Latin America ,-20.9829,-69.6833,10,CL,CHL,Tarapacá,Lagunas
Shanghai,China,Asia & Pacific ,31.1667,121.4667,22120000,CN,CHN,Shanghai,Shanghai
Guangzhou,China,Asia & Pacific ,23.1288,113.259,20902000,CN,CHN,Guangdong,Guangzhou
Beijing,China,Asia & Pacific ,39.905,116.3914,19433000,CN,CHN,Beijing,Beijing
Shenzhen,China,Asia & Pacific ,22.535,114.054,15929000,CN,CHN,Guangdong,Shenzhen
Nanyang,China,Asia & Pacific ,32.9987,112.5292,12010000,CN,CHN,Henan,Nanyang
Chengdu,China,Asia & Pacific ,30.6636,104.0667,11309000,CN,CHN,Sichuan,Chengdu
Linyi,China,Asia & Pacific ,35.0606,118.3425,10820000,CN,CHN,Shandong,Linyi
Tianjin,China,Asia & Pacific ,39.1467,117.2056,10800000,CN,CHN,Tianjin,Tianjin
Shijiazhuang,China,Asia & Pacific ,38.0422,114.5086,10784600,CN,CHN,Hebei,Shijiazhuang
Baoding,China,Asia & Pacific ,38.8671,115.4845,10700000,CN,CHN,Hebei,Baoding
Zhoukou,China,Asia & Pacific ,33.625,114.6418,9901000,CN,CHN,Henan,Zhoukou
Weifang,China,Asia & Pacific ,36.7167,119.1,9373000,CN,CHN,Shandong,Weifang
Wuhan,China,Asia & Pacific ,30.5872,114.2881,8962000,CN,CHN,Hubei,Wuhan
Heze,China,Asia & Pacific ,35.2333,115.4333,8750000,CN,CHN,Shandong,Heze
Ganzhou,China,Asia & Pacific ,25.8292,114.9336,8677600,CN,CHN,Jiangxi,Ganzhou
Tongshan,China,Asia & Pacific ,34.261,117.1859,8669000,CN,CHN,Jiangsu,Tongshan
Handan,China,Asia & Pacific ,36.6116,114.4894,8499000,CN,CHN,Hebei,Handan
Fuyang,China,Asia & Pacific ,32.8986,115.8045,8360000,CN,CHN,Anhui,Fuyang
Jining,China,Asia & Pacific ,35.4,116.5667,8023000,CN,CHN,Shandong,Jining
Dongguan,China,Asia & Pacific ,23.0475,113.7493,7981000,CN,CHN,Guangdong,Dongguan
Chongqing,China,Asia & Pacific ,29.55,106.5069,7739000,CN,CHN,Chongqing,Chongqing
Changchun,China,Asia & Pacific ,43.9,125.2,7674439,CN,CHN,Jilin,Changchun
Zhumadian,China,Asia & Pacific ,32.9773,114.0253,7640000,CN,CHN,Henan,Zhumadian
Ningbo,China,Asia & Pacific ,29.875,121.5492,7639000,CN,CHN,Zhejiang,Ningbo
Nanjing,China,Asia & Pacific ,32.05,118.7667,7496000,CN,CHN,Jiangsu,Nanjing
Hefei,China,Asia & Pacific ,31.8639,117.2808,7457027,CN,CHN,Anhui,Hefei
Nantong,China,Asia & Pacific ,31.9829,120.8873,7282835,CN,CHN,Jiangsu,Nantong
Yancheng,China,Asia & Pacific ,33.3936,120.1339,7260240,CN,CHN,Jiangsu,Yancheng
Foshan,China,Asia & Pacific ,23.0292,113.1056,7194311,CN,CHN,Guangdong,Foshan
Nanning,China,Asia & Pacific ,22.8192,108.315,7153300,CN,CHN,Guangxi,Nanning
Hengyang,China,Asia & Pacific ,26.8968,112.5857,7148344,CN,CHN,Hunan,Hengyang
Xi'an,China,Asia & Pacific ,34.2667,108.9,7135000,CN,CHN,Shaanxi,Xi’an
Shenyang,China,Asia & Pacific ,41.8039,123.4258,7105000,CN,CHN,Liaoning,Shenyang
Tangshan,China,Asia & Pacific ,39.6292,118.1742,7100000,CN,CHN,Hebei,Tangshan
Shaoyang,China,Asia & Pacific ,27.2418,111.4725,7071000,CN,CHN,Hunan,Shaoyang
Changsha,China,Asia & Pacific ,28.1987,112.9709,7044118,CN,CHN,Hunan,Changsha
Zhengzhou,China,Asia & Pacific ,34.7492,113.6605,7005000,CN,CHN,Henan,Zhengzhou
Zhanjiang,China,Asia & Pacific ,21.1967,110.4031,6900000,CN,CHN,Guangdong,Zhanjiang
Cangzhou,China,Asia & Pacific ,38.3037,116.8452,6800000,CN,CHN,Hebei,Cangzhou
Maoming,China,Asia & Pacific ,21.6618,110.9178,6706000,CN,CHN,Guangdong,Maoming
Huanggang,China,Asia & Pacific ,30.45,114.875,6667000,CN,CHN,Hubei,Huanggang
Xinyang,China,Asia & Pacific ,32.1264,114.0672,6634000,CN,CHN,Henan,Xinyang
Shangrao,China,Asia & Pacific ,28.4419,117.9633,6579714,CN,CHN,Jiangxi,Shangrao
Luoyang,China,Asia & Pacific ,34.6587,112.4245,6549941,CN,CHN,Henan,Luoyang
Bijie,China,Asia & Pacific ,27.3019,105.2863,6537498,CN,CHN,Guizhou,Bijie
Yantai,China,Asia & Pacific ,37.3997,121.2664,6516900,CN,CHN,Shandong,Yantai
Quanzhou,China,Asia & Pacific ,24.9139,118.5858,6480000,CN,CHN,Fujian,Quanzhou
Hangzhou,China,Asia & Pacific ,30.25,120.1675,6446000,CN,CHN,Zhejiang,Hangzhou
Kunming,China,Asia & Pacific ,25.0433,102.7061,6250000,CN,CHN,Yunnan,Kunming
Nanchong,China,Asia & Pacific ,30.7991,106.0784,6183000,CN,CHN,Sichuan,Nanchong
Zunyi,China,Asia & Pacific ,27.705,106.9336,6127009,CN,CHN,Guizhou,Zunyi
Lu'an,China,Asia & Pacific ,31.7542,116.5078,6090000,CN,CHN,Anhui,Lu’an
Yichun,China,Asia & Pacific ,27.8041,114.383,6048700,CN,CHN,Jiangxi,Yichun
Taizhou,China,Asia & Pacific ,28.6583,121.4221,5968838,CN,CHN,Zhejiang,Taizhou
Liaocheng,China,Asia & Pacific ,36.45,115.9833,5955300,CN,CHN,Shandong,Liaocheng
Qujing,China,Asia & Pacific ,25.5102,103.8029,5855055,CN,CHN,Yunnan,Qujing
Xiangyang,China,Asia & Pacific ,32.0654,112.1531,5844000,CN,CHN,Hubei,Xiangyang
Qingdao,China,Asia & Pacific ,36.1167,120.4,5775000,CN,CHN,Shandong,Qingdao
Changde,China,Asia & Pacific ,29.0397,111.6839,5717200,CN,CHN,Hunan,Changde
Dazhou,China,Asia & Pacific ,31.2152,107.4947,5693000,CN,CHN,Sichuan,Dazhou
Suzhou,China,Asia & Pacific ,33.6333,116.9683,5690000,CN,CHN,Anhui,Suzhou
Jieyang,China,Asia & Pacific ,23.5533,116.3649,5634000,CN,CHN,Guangdong,Jieyang
Nangandao,China,Asia & Pacific ,35.2992,113.8851,5516000,CN,CHN,Henan,Nangandao
Tai'an,China,Asia & Pacific ,36.2001,117.0809,5499000,CN,CHN,Shandong,Tai’an
Yulin,China,Asia & Pacific ,22.6293,110.1507,5487368,CN,CHN,Guangxi,Yulin
Dezhou,China,Asia & Pacific ,37.4513,116.3105,5470000,CN,CHN,Shandong,Dezhou
Suihua,China,Asia & Pacific ,46.6384,126.9808,5420000,CN,CHN,Heilongjiang,Suihua
Qiqihar,China,Asia & Pacific ,47.3398,123.9512,5367003,CN,CHN,Heilongjiang,Qiqihar
Jinhua,China,Asia & Pacific ,29.1046,119.6494,5361572,CN,CHN,Zhejiang,Jinhua
Shantou,China,Asia & Pacific ,23.3735,116.6941,5319028,CN,CHN,Guangdong,Shantou
Weinan,China,Asia & Pacific ,34.4996,109.4684,5300000,CN,CHN,Shaanxi,Weinan
Suqian,China,Asia & Pacific ,33.9331,118.2831,5290000,CN,CHN,Jiangsu,Suqian
Suzhou,China,Asia & Pacific ,31.304,120.6164,5250000,CN,CHN,Jiangsu,Suzhou
Fuzhou,China,Asia & Pacific ,26.0769,119.2917,5245000,CN,CHN,Fujian,Fuzhou
Zhaotong,China,Asia & Pacific ,27.3328,103.7144,5213521,CN,CHN,Yunnan,Zhaotong
