city_ascii,country,region,latitude,longitude,population,iso2,iso3,admin_name,city
Hernando,United States,North America ,34.85,-89.9922,16399,US,USA,Mississippi,Hernando
Ripon,United States,North America ,37.7417,-121.131,16386,US,USA,California,Ripon
Monroe,United States,North America ,33.799,-83.716,16380,US,USA,Georgia,Monroe
Bluffdale,United States,North America ,40.4744,-111.9381,16358,US,USA,Utah,Bluffdale
Welby,United States,North America ,39.8403,-104.9655,16352,US,USA,Colorado,Welby
Burley,United States,North America ,42.5379,-113.793,16342,US,USA,Idaho,Burley
Donna,United States,North America ,26.1467,-98.0559,16338,US,USA,Texas,Donna
Aurora,United States,North America ,41.3118,-81.345,16338,US,USA,Ohio,Aurora
Abington,United States,North America ,42.118,-70.959,16330,US,USA,Massachusetts,Abington
Fallon,United States,North America ,39.4738,-118.778,16313,US,USA,Nevada,Fallon
Coalinga,United States,North America ,36.143,-120.3262,16307,US,USA,California,Coalinga
Fairview Heights,United States,North America ,38.5974,-90.0053,16303,US,USA,Illinois,Fairview Heights
Celina,United States,North America ,33.3188,-96.7865,16299,US,USA,Texas,Celina
Gun Barrel City,United States,North America ,32.3277,-96.1287,16292,US,USA,Texas,Gun Barrel City
Los Osos,United States,North America ,35.3068,-120.8249,16292,US,USA,California,Los Osos
Morton,United States,North America ,40.6136,-89.4669,16277,US,USA,Illinois,Morton
Port Jervis,United States,North America ,41.3783,-74.6909,16273,US,USA,New York,Port Jervis
Kaukauna,United States,North America ,44.2776,-88.2645,16270,US,USA,Wisconsin,Kaukauna
Addison,United States,North America ,32.959,-96.8355,16263,US,USA,Texas,Addison
Fort Thomas,United States,North America ,39.0802,-84.4518,16263,US,USA,Kentucky,Fort Thomas
Mebane,United States,North America ,36.0857,-79.2763,16262,US,USA,North Carolina,Mebane
Mount Holly,United States,North America ,35.3136,-81.0072,16257,US,USA,North Carolina,Mount Holly
Conyers,United States,North America ,33.6645,-83.9966,16256,US,USA,Georgia,Conyers
Centerton,United States,North America ,36.3567,-94.2971,16244,US,USA,Arkansas,Centerton
Spanish Springs,United States,North America ,39.6567,-119.6695,16241,US,USA,Nevada,Spanish Springs
Stuart,United States,North America ,27.1958,-80.2438,16237,US,USA,Florida,Stuart
Sikeston,United States,North America ,36.8865,-89.587,16237,US,USA,Missouri,Sikeston
Parole,United States,North America ,38.9861,-76.5519,16232,US,USA,Maryland,Parole
Penn Township,United States,North America ,39.7994,-76.9642,16222,US,USA,Pennsylvania,Penn Township
Centralia,United States,North America ,38.5223,-89.1233,16204,US,USA,Illinois,Centralia
East Longmeadow,United States,North America ,42.0597,-72.499,16200,US,USA,Massachusetts,East Longmeadow
Evans,United States,North America ,42.6529,-79.0063,16199,US,USA,New York,Evans
Dixon,United States,North America ,41.8439,-89.4794,16195,US,USA,Illinois,Dixon
North Whitehall,United States,North America ,40.6797,-75.5788,16187,US,USA,Pennsylvania,North Whitehall
Troutdale,United States,North America ,45.5372,-122.3955,16183,US,USA,Oregon,Troutdale
Barrington,United States,North America ,41.7443,-71.3145,16178,US,USA,Rhode Island,Barrington
Mount Clemens,United States,North America ,42.5976,-82.882,16163,US,USA,Michigan,Mount Clemens
Fairview Park,United States,North America ,41.4419,-81.853,16161,US,USA,Ohio,Fairview Park
Stallings,United States,North America ,35.1088,-80.6597,16145,US,USA,North Carolina,Stallings
Cambridge,United States,North America ,45.5612,-93.2283,16143,US,USA,Minnesota,Cambridge
Frankfort,United States,North America ,40.281,-86.5213,16136,US,USA,Indiana,Frankfort
Chickasha,United States,North America ,35.041,-97.9472,16126,US,USA,Oklahoma,Chickasha
Westchester,United States,North America ,41.8492,-87.8906,16117,US,USA,Illinois,Westchester
Center Point,United States,North America ,33.6446,-86.6851,16110,US,USA,Alabama,Center Point
Canyon,United States,North America ,34.9877,-101.9178,16109,US,USA,Texas,Canyon
West Haven,United States,North America ,41.2082,-112.054,16109,US,USA,Utah,West Haven
Washougal,United States,North America ,45.5822,-122.3448,16107,US,USA,Washington,Washougal
Bridgeview,United States,North America ,41.7403,-87.8067,16096,US,USA,Illinois,Bridgeview
Troy,United States,North America ,38.9708,-90.9715,16092,US,USA,Missouri,Troy
Middletown,United States,North America ,41.5174,-71.2772,16078,US,USA,Rhode Island,Middletown
Griffith,United States,North America ,41.5279,-87.424,16060,US,USA,Indiana,Griffith
Villa Rica,United States,North America ,33.7305,-84.917,16058,US,USA,Georgia,Villa Rica
Three Lakes,United States,North America ,25.6415,-80.4,16043,US,USA,Florida,Three Lakes
Ellington,United States,North America ,41.9151,-72.4485,16041,US,USA,Connecticut,Ellington
Alma,United States,North America ,43.38,-84.6556,16035,US,USA,Michigan,Alma
Fairhaven,United States,North America ,41.6395,-70.8732,16026,US,USA,Massachusetts,Fairhaven
Long Beach,United States,North America ,30.3608,-89.165,16023,US,USA,Mississippi,Long Beach
Sierra Vista Southeast,United States,North America ,31.4525,-110.216,16021,US,USA,Arizona,Sierra Vista Southeast
Lady Lake,United States,North America ,28.9241,-81.9299,16020,US,USA,Florida,Lady Lake
Aberdeen,United States,North America ,39.5146,-76.173,16019,US,USA,Maryland,Aberdeen
Washington,United States,North America ,35.5587,-77.0545,16014,US,USA,North Carolina,Washington
Sayville,United States,North America ,40.7478,-73.084,16007,US,USA,New York,Sayville
Kirksville,United States,North America ,40.1986,-92.5753,16002,US,USA,Missouri,Kirksville
Lakeway,United States,North America ,30.3547,-97.9854,15981,US,USA,Texas,Lakeway
Discovery Bay,United States,North America ,37.9071,-121.6076,15981,US,USA,California,Discovery Bay
Dyer,United States,North America ,41.4976,-87.509,15976,US,USA,Indiana,Dyer
Niceville,United States,North America ,30.5291,-86.4754,15972,US,USA,Florida,Niceville
Archer Lodge,United States,North America ,35.6907,-78.3749,15972,US,USA,North Carolina,Archer Lodge
Clearlake,United States,North America ,38.959,-122.633,15961,US,USA,California,Clearlake
Fillmore,United States,North America ,34.3989,-118.9181,15954,US,USA,California,Fillmore
Hood River,United States,North America ,45.7092,-121.5258,15949,US,USA,Oregon,Hood River
Middletown Township,United States,North America ,39.9094,-75.4312,15947,US,USA,Pennsylvania,Middletown Township
Bellevue,United States,North America ,44.4593,-87.9554,15944,US,USA,Wisconsin,Bellevue
Gainesville,United States,North America ,38.7931,-77.6347,15928,US,USA,Virginia,Gainesville
Colchester,United States,North America ,41.5621,-72.3475,15927,US,USA,Connecticut,Colchester
New Haven,United States,North America ,41.0675,-85.0175,15922,US,USA,Indiana,New Haven
Patton,United States,North America ,40.8258,-77.9237,15905,US,USA,Pennsylvania,Patton
Lewiston,United States,North America ,43.1793,-78.9709,15897,US,USA,New York,Lewiston
Millbrook,United States,North America ,32.5028,-86.3737,15896,US,USA,Alabama,Millbrook
Carthage,United States,North America ,37.1503,-94.3225,15892,US,USA,Missouri,Carthage
Opa-locka,United States,North America ,25.8997,-80.2551,15887,US,USA,Florida,Opa-locka
King City,United States,North America ,36.2166,-121.133,15887,US,USA,California,King City
Prospect Heights,United States,North America ,42.1039,-87.9267,15887,US,USA,Illinois,Prospect Heights
Pataskala,United States,North America ,40.011,-82.7155,15883,US,USA,Ohio,Pataskala
Fort Leonard Wood,United States,North America ,37.7562,-92.1274,15882,US,USA,Missouri,Fort Leonard Wood
Readington,United States,North America ,40.5822,-74.7796,15880,US,USA,New Jersey,Readington
White Township,United States,North America ,40.621,-79.1513,15875,US,USA,Pennsylvania,White Township
Westwood,United States,North America ,42.2202,-71.2106,15863,US,USA,Massachusetts,Westwood
Tanque Verde,United States,North America ,32.2687,-110.7437,15860,US,USA,Arizona,Tanque Verde
Grandville,United States,North America ,42.9003,-85.7564,15858,US,USA,Michigan,Grandville
Highland Springs,United States,North America ,37.5516,-77.3285,15855,US,USA,Virginia,Highland Springs
Westport,United States,North America ,41.5886,-71.0837,15854,US,USA,Massachusetts,Westport
Laguna Woods,United States,North America ,33.6098,-117.7299,15850,US,USA,California,Laguna Woods
Hope Mills,United States,North America ,34.969,-78.9559,15849,US,USA,North Carolina,Hope Mills
West Lampeter,United States,North America ,39.9947,-76.256,15849,US,USA,Pennsylvania,West Lampeter
Murraysville,United States,North America ,34.2919,-77.8429,15831,US,USA,North Carolina,Murraysville
Longmeadow,United States,North America ,42.0475,-72.5718,15830,US,USA,Massachusetts,Longmeadow
Easthampton,United States,North America ,42.2652,-72.672,15829,US,USA,Massachusetts,Easthampton
Upper Gwynedd,United States,North America ,40.2143,-75.289,15826,US,USA,Pennsylvania,Upper Gwynedd
Humble,United States,North America ,29.9921,-95.2655,15824,US,USA,Texas,Humble
Aldine,United States,North America ,29.9122,-95.3785,15822,US,USA,Texas,Aldine
Tiverton,United States,North America ,41.6091,-71.1741,15816,US,USA,Rhode Island,Tiverton
New River,United States,North America ,33.8835,-112.0858,15808,US,USA,Arizona,New River
Circleville,United States,North America ,39.6063,-82.9334,15792,US,USA,Ohio,Circleville
Warren,United States,North America ,40.6323,-74.5146,15783,US,USA,New Jersey,Warren
Sarasota Springs,United States,North America ,27.3092,-82.4788,15781,US,USA,Florida,Sarasota Springs
Sterling,United States,North America ,40.6206,-103.1925,15780,US,USA,Colorado,Sterling
Sunset,United States,North America ,25.7061,-80.353,15770,US,USA,Florida,Sunset
Powder Springs,United States,North America ,33.8659,-84.6838,15758,US,USA,Georgia,Powder Springs
Middle Smithfield,United States,North America ,41.0918,-75.1031,15753,US,USA,Pennsylvania,Middle Smithfield
Purcellville,United States,North America ,39.1378,-77.7109,15742,US,USA,Virginia,Purcellville
Greenwood Village,United States,North America ,39.6152,-104.913,15735,US,USA,Colorado,Greenwood Village
Parma,United States,North America ,43.2651,-77.7968,15727,US,USA,New York,Parma
Andrews,United States,North America ,32.3208,-102.552,15708,US,USA,Texas,Andrews
West Norriton,United States,North America ,40.1308,-75.3795,15703,US,USA,Pennsylvania,West Norriton
Duxbury,United States,North America ,42.0465,-70.7139,15703,US,USA,Massachusetts,Duxbury
Potsdam,United States,North America ,44.6774,-75.0396,15694,US,USA,New York,Potsdam
Blytheville,United States,North America ,35.9321,-89.9051,15693,US,USA,Arkansas,Blytheville
Shively,United States,North America ,38.197,-85.8136,15689,US,USA,Kentucky,Shively
Lebanon,United States,North America ,40.0324,-86.4551,15680,US,USA,Indiana,Lebanon
Suffield,United States,North America ,41.9945,-72.6789,15662,US,USA,Connecticut,Suffield
Graham,United States,North America ,36.0596,-79.3892,15646,US,USA,North Carolina,Graham
Mountain House,United States,North America ,37.774,-121.5452,15645,US,USA,California,Mountain House
North Reading,United States,North America ,42.5816,-71.0876,15642,US,USA,Massachusetts,North Reading
Elkton,United States,North America ,39.6067,-75.8208,15622,US,USA,Maryland,Elkton
Malta,United States,North America ,42.9853,-73.7879,15620,US,USA,New York,Malta
Clark,United States,North America ,40.6203,-74.3135,15614,US,USA,New Jersey,Clark
Fate,United States,North America ,32.9429,-96.3858,15603,US,USA,Texas,Fate
Port Washington,United States,North America ,40.8268,-73.6764,15600,US,USA,New York,Port Washington
Riverdale,United States,North America ,33.564,-84.4103,15594,US,USA,Georgia,Riverdale
East Highland Park,United States,North America ,37.577,-77.3865,15592,US,USA,Virginia,East Highland Park
Newberry,United States,North America ,40.1286,-76.792,15588,US,USA,Pennsylvania,Newberry
Chubbuck,United States,North America ,42.9261,-112.4624,15588,US,USA,Idaho,Chubbuck
Newton,United States,North America ,41.6964,-93.0402,15580,US,USA,Iowa,Newton
Fullerton,United States,North America ,40.6308,-75.4834,15578,US,USA,Pennsylvania,Fullerton
La Grange,United States,North America ,41.6787,-73.8028,15572,US,USA,New York,La Grange
Miami,United States,North America ,36.8877,-94.8718,15571,US,USA,Oklahoma,Miami
McMinnville,United States,North America ,35.6863,-85.7812,15570,US,USA,Tennessee,McMinnville
Milford,United States,North America ,42.8178,-71.6736,15569,US,USA,New Hampshire,Milford
Longwood,United States,North America ,28.7014,-81.3487,15561,US,USA,Florida,Longwood
Seven Oaks,United States,North America ,34.0474,-81.1434,15559,US,USA,South Carolina,Seven Oaks
Overland,United States,North America ,38.6966,-90.3689,15551,US,USA,Missouri,Overland
Dunn,United States,North America ,35.3113,-78.6129,15550,US,USA,North Carolina,Dunn
Narragansett,United States,North America ,41.4291,-71.4669,15550,US,USA,Rhode Island,Narragansett
Belvedere Park,United States,North America ,33.7488,-84.2598,15543,US,USA,Georgia,Belvedere Park
Houghton,United States,North America ,47.1119,-88.5672,15543,US,USA,Michigan,Houghton
Phelan,United States,North America ,34.4398,-117.5248,15532,US,USA,California,Phelan
Antrim,United States,North America ,39.7863,-77.722,15528,US,USA,Pennsylvania,Antrim
Blackfoot,United States,North America ,43.194,-112.3455,15526,US,USA,Idaho,Blackfoot
Buford,United States,North America ,34.1185,-83.9916,15522,US,USA,Georgia,Buford
Lake Geneva,United States,North America ,42.5824,-88.4281,15518,US,USA,Wisconsin,Lake Geneva
Harrison,United States,North America ,39.2582,-84.7868,15518,US,USA,Ohio,Harrison
La Grande,United States,North America ,45.3243,-118.0865,15515,US,USA,Oregon,La Grande
South Fayette,United States,North America ,40.3556,-80.1618,15503,US,USA,Pennsylvania,South Fayette
Farmingville,United States,North America ,40.8389,-73.0401,15495,US,USA,New York,Farmingville
Groves,United States,North America ,29.9457,-93.9164,15480,US,USA,Texas,Groves
Hermitage,United States,North America ,41.2305,-80.4414,15471,US,USA,Pennsylvania,Hermitage
Indianola,United States,North America ,41.3629,-93.5652,15471,US,USA,Iowa,Indianola
Rio Linda,United States,North America ,38.6876,-121.4418,15460,US,USA,California,Rio Linda
Red Hill,United States,North America ,33.7777,-79.0111,15459,US,USA,South Carolina,Red Hill
Hampton,United States,North America ,42.9391,-70.837,15452,US,USA,New Hampshire,Hampton
Hartford,United States,North America ,43.3223,-88.3782,15445,US,USA,Wisconsin,Hartford
Holly Springs,United States,North America ,34.1685,-84.4845,15442,US,USA,Georgia,Holly Springs
Hayden,United States,North America ,47.768,-116.8039,15434,US,USA,Idaho,Hayden
Middleburg Heights,United States,North America ,41.3695,-81.8151,15432,US,USA,Ohio,Middleburg Heights
Mount Vernon,United States,North America ,38.314,-88.9174,15427,US,USA,Illinois,Mount Vernon
Fort Carson,United States,North America ,38.7403,-104.784,15410,US,USA,Colorado,Fort Carson
Pulaski,United States,North America ,37.0528,-80.7624,15407,US,USA,Virginia,Pulaski
Cumru,United States,North America ,40.2811,-75.9544,15397,US,USA,Pennsylvania,Cumru
Great Falls,United States,North America ,39.011,-77.3013,15394,US,USA,Virginia,Great Falls
Stony Point,United States,North America ,41.2592,-74.0112,15393,US,USA,New York,Stony Point
Rossville,United States,North America ,39.3572,-76.4767,15392,US,USA,Maryland,Rossville
Wilmington Island,United States,North America ,32.0036,-80.9752,15391,US,USA,Georgia,Wilmington Island
Northview,United States,North America ,43.0427,-85.6016,15391,US,USA,Michigan,Northview
Ladson,United States,North America ,33.0092,-80.1078,15383,US,USA,South Carolina,Ladson
Mitchell,United States,North America ,43.7296,-98.0337,15372,US,USA,South Dakota,Mitchell
Washington,United States,North America ,40.7587,-74.9825,15357,US,USA,New Jersey,Washington
Forks,United States,North America ,40.7358,-75.2211,15336,US,USA,Pennsylvania,Forks
Grosse Pointe Woods,United States,North America ,42.4366,-82.8987,15332,US,USA,Michigan,Grosse Pointe Woods
Hueytown,United States,North America ,33.4237,-87.022,15322,US,USA,Alabama,Hueytown
Hilltown,United States,North America ,40.3416,-75.2534,15321,US,USA,Pennsylvania,Hilltown
Lower Salford,United States,North America ,40.2639,-75.3929,15318,US,USA,Pennsylvania,Lower Salford
Alamo,United States,North America ,37.8546,-122.013,15317,US,USA,California,Alamo
Bradley,United States,North America ,41.1641,-87.8452,15314,US,USA,Illinois,Bradley
Flowing Wells,United States,North America ,32.2937,-111.011,15290,US,USA,Arizona,Flowing Wells
Pequannock,United States,North America ,40.9627,-74.3041,15286,US,USA,New Jersey,Pequannock
Moreau,United States,North America ,43.2469,-73.6659,15273,US,USA,New York,Moreau
Hugo,United States,North America ,45.1671,-92.9588,15267,US,USA,Minnesota,Hugo
South Middleton,United States,North America ,40.1322,-77.1641,15264,US,USA,Pennsylvania,South Middleton
Englewood,United States,North America ,26.9603,-82.3535,15252,US,USA,Florida,Englewood
Sullivan,United States,North America ,43.0922,-75.8794,15237,US,USA,New York,Sullivan
Alpine,United States,North America ,32.8439,-116.7585,15233,US,USA,California,Alpine
Fort Mohave,United States,North America ,35.0004,-114.5748,15228,US,USA,Arizona,Fort Mohave
Lamont,United States,North America ,35.2651,-118.9159,15222,US,USA,California,Lamont
Kerman,United States,North America ,36.7249,-120.0625,15218,US,USA,California,Kerman
Seekonk,United States,North America ,41.8379,-71.3174,15210,US,USA,Massachusetts,Seekonk
Bay Village,United States,North America ,41.4851,-81.9315,15194,US,USA,Ohio,Bay Village
Bennington,United States,North America ,42.8852,-73.2132,15179,US,USA,Vermont,Bennington
Gantt,United States,North America ,34.7837,-82.4027,15178,US,USA,South Carolina,Gantt
Weston,United States,North America ,44.8905,-89.5487,15167,US,USA,Wisconsin,Weston
Hereford,United States,North America ,34.8232,-102.4001,15164,US,USA,Texas,Hereford
Galion,United States,North America ,40.7385,-82.7792,15161,US,USA,Ohio,Galion
College Park,United States,North America ,33.6363,-84.464,15159,US,USA,Georgia,College Park
Grovetown,United States,North America ,33.4504,-82.2073,15152,US,USA,Georgia,Grovetown
Pleasanton,United States,North America ,28.9643,-98.4957,15148,US,USA,Texas,Pleasanton
Great Bend,United States,North America ,38.3593,-98.8016,15144,US,USA,Kansas,Great Bend
Bellair-Meadowbrook Terrace,United States,North America ,30.1796,-81.7375,15117,US,USA,Florida,Bellair-Meadowbrook Terrace
Plainfield,United States,North America ,41.6992,-71.8987,15114,US,USA,Connecticut,Plainfield
Southchase,United States,North America ,28.3793,-81.3903,15096,US,USA,Florida,Southchase
Damascus,United States,North America ,39.2737,-77.2006,15094,US,USA,Maryland,Damascus
West Lealman,United States,North America ,27.8191,-82.7385,15076,US,USA,Florida,West Lealman
West Richland,United States,North America ,46.3115,-119.3998,15075,US,USA,Washington,West Richland
Cloverly,United States,North America ,39.1065,-76.9993,15062,US,USA,Maryland,Cloverly
Oldsmar,United States,North America ,28.0507,-82.6698,15061,US,USA,Florida,Oldsmar
Park City,United States,North America ,40.6505,-111.502,15061,US,USA,Utah,Park City
Washington Court House,United States,North America ,39.5383,-83.4279,15059,US,USA,Ohio,Washington Court House
Upper Southampton,United States,North America ,40.1723,-75.0362,15042,US,USA,Pennsylvania,Upper Southampton
Brooklyn Park,United States,North America ,39.217,-76.6174,15036,US,USA,Maryland,Brooklyn Park
Depew,United States,North America ,42.9117,-78.7044,15011,US,USA,New York,Depew
Vandalia,United States,North America ,39.879,-84.193,14997,US,USA,Ohio,Vandalia
Mantua,United States,North America ,39.7618,-75.1686,14992,US,USA,New Jersey,Mantua
Northborough,United States,North America ,42.3231,-71.6462,14985,US,USA,Massachusetts,Northborough
Belchertown,United States,North America ,42.2787,-72.4004,14967,US,USA,Massachusetts,Belchertown
Williamstown,United States,North America ,39.6874,-74.9786,14962,US,USA,New Jersey,Williamstown
Whitman,United States,North America ,42.08,-70.9399,14961,US,USA,Massachusetts,Whitman
Boulder City,United States,North America ,35.8407,-114.9257,14959,US,USA,Nevada,Boulder City
Thompson,United States,North America ,41.6474,-74.6745,14946,US,USA,New York,Thompson
Jamestown,United States,North America ,46.9063,-98.6936,14944,US,USA,North Dakota,Jamestown
Hewitt,United States,North America ,31.452,-97.196,14937,US,USA,Texas,Hewitt
Beech Grove,United States,North America ,39.7157,-86.0871,14937,US,USA,Indiana,Beech Grove
Coto de Caza,United States,North America ,33.5961,-117.5862,14931,US,USA,California,Coto de Caza
Tehachapi,United States,North America ,35.1274,-118.4749,14928,US,USA,California,Tehachapi
Berea,United States,North America ,34.8802,-82.4653,14923,US,USA,South Carolina,Berea
Exeter,United States,North America ,42.9901,-70.9646,14921,US,USA,New Hampshire,Exeter
Sulphur Springs,United States,North America ,33.1421,-95.6124,14916,US,USA,Texas,Sulphur Springs
Astoria,United States,North America ,46.1856,-123.8053,14916,US,USA,Oregon,Astoria
Taft,United States,North America ,35.1267,-119.4242,14898,US,USA,California,Taft
Ferndale,United States,North America ,48.8525,-122.5893,14897,US,USA,Washington,Ferndale
Livingston,United States,North America ,37.3875,-120.7248,14896,US,USA,California,Livingston
Dentsville,United States,North America ,34.0754,-80.9546,14887,US,USA,South Carolina,Dentsville
Franklin Park,United States,North America ,40.5903,-80.0999,14885,US,USA,Pennsylvania,Franklin Park
Ramsey,United States,North America ,41.0595,-74.1454,14884,US,USA,New Jersey,Ramsey
New Freedom,United States,North America ,39.7353,-76.6967,14882,US,USA,Pennsylvania,New Freedom
Yankton,United States,North America ,42.8901,-97.3926,14872,US,USA,South Dakota,Yankton
London,United States,North America ,39.8936,-83.4376,14870,US,USA,Ohio,London
Skippack,United States,North America ,40.2165,-75.419,14858,US,USA,Pennsylvania,Skippack
Salem Lakes,United States,North America ,42.5366,-88.1307,14852,US,USA,Wisconsin,Salem Lakes
Ledyard,United States,North America ,41.44,-72.0167,14850,US,USA,Connecticut,Ledyard
Jackson,United States,North America ,37.3792,-89.6521,14836,US,USA,Missouri,Jackson
Azalea Park,United States,North America ,28.5473,-81.2956,14817,US,USA,Florida,Azalea Park
Yazoo City,United States,North America ,32.8618,-90.4067,14817,US,USA,Mississippi,Yazoo City
Mount Washington,United States,North America ,38.043,-85.5549,14817,US,USA,Kentucky,Mount Washington
Grimes,United States,North America ,41.6776,-93.7946,14804,US,USA,Iowa,Grimes
Willow Grove,United States,North America ,40.1495,-75.1178,14800,US,USA,Pennsylvania,Willow Grove
Chaparral,United States,North America ,32.0442,-106.4061,14793,US,USA,New Mexico,Chaparral
Guilford,United States,North America ,39.8812,-77.601,14793,US,USA,Pennsylvania,Guilford
Victor,United States,North America ,42.9894,-77.4277,14790,US,USA,New York,Victor
Lockhart,United States,North America ,28.6271,-81.4354,14775,US,USA,Florida,Lockhart
Campbellsville,United States,North America ,37.3446,-85.3511,14772,US,USA,Kentucky,Campbellsville
Tolland,United States,North America ,41.8786,-72.3648,14766,US,USA,Connecticut,Tolland
Swampscott,United States,North America ,42.4757,-70.9068,14755,US,USA,Massachusetts,Swampscott
Bedford,United States,North America ,38.8602,-86.4895,14752,US,USA,Indiana,Bedford
Tonawanda,United States,North America ,43.0105,-78.8805,14745,US,USA,New York,Tonawanda
Clarksdale,United States,North America ,34.1971,-90.5729,14745,US,USA,Mississippi,Clarksdale
Cambridge,United States,North America ,40.0221,-81.5868,14736,US,USA,Ohio,Cambridge
Whitewater,United States,North America ,42.8372,-88.7341,14725,US,USA,Wisconsin,Whitewater
Calera,United States,North America ,33.1249,-86.745,14717,US,USA,Alabama,Calera
Youngsville,United States,North America ,30.0964,-91.9963,14704,US,USA,Louisiana,Youngsville
Royse City,United States,North America ,32.9762,-96.3175,14702,US,USA,Texas,Royse City
Hartsville,United States,North America ,34.3676,-80.0833,14693,US,USA,South Carolina,Hartsville
Worthington,United States,North America ,40.0949,-83.021,14692,US,USA,Ohio,Worthington
Payson,United States,North America ,34.2434,-111.3195,14684,US,USA,Arizona,Payson
Mastic,United States,North America ,40.8098,-72.8479,14678,US,USA,New York,Mastic
Las Vegas,United States,North America ,35.6011,-105.2206,14662,US,USA,New Mexico,Las Vegas
Salida,United States,North America ,37.7145,-121.087,14658,US,USA,California,Salida
Southern Pines,United States,North America ,35.1927,-79.404,14657,US,USA,North Carolina,Southern Pines
Saraland,United States,North America ,30.8478,-88.1004,14649,US,USA,Alabama,Saraland
El Dorado,United States,North America ,37.8209,-96.8614,14648,US,USA,Kansas,El Dorado
Dryden,United States,North America ,42.4786,-76.3563,14644,US,USA,New York,Dryden
Manor,United States,North America ,30.3562,-97.5228,14642,US,USA,Texas,Manor
Paradise Valley,United States,North America ,33.5434,-111.9595,14637,US,USA,Arizona,Paradise Valley
Holliston,United States,North America ,42.1977,-71.445,14634,US,USA,Massachusetts,Holliston
Pewaukee,United States,North America ,43.0701,-88.2411,14631,US,USA,Wisconsin,Pewaukee
North Fayette,United States,North America ,40.4204,-80.2246,14617,US,USA,Pennsylvania,North Fayette
Wilbraham,United States,North America ,42.127,-72.4308,14604,US,USA,Massachusetts,Wilbraham
Port Orchard,United States,North America ,47.5163,-122.661,14597,US,USA,Washington,Port Orchard
Mineral Wells,United States,North America ,32.8169,-98.0776,14597,US,USA,Texas,Mineral Wells
Warwick Township,United States,North America ,40.2502,-75.0818,14583,US,USA,Pennsylvania,Warwick Township
Sun Lakes,United States,North America ,33.2172,-111.8695,14582,US,USA,Arizona,Sun Lakes
Muscle Shoals,United States,North America ,34.7436,-87.6344,14575,US,USA,Alabama,Muscle Shoals
Jennings,United States,North America ,38.723,-90.2644,14575,US,USA,Missouri,Jennings
Henderson,United States,North America ,32.1576,-94.796,14569,US,USA,Texas,Henderson
Connersville,United States,North America ,39.6581,-85.141,14566,US,USA,Indiana,Connersville
Metuchen,United States,North America ,40.5424,-74.3628,14543,US,USA,New Jersey,Metuchen
Hershey,United States,North America ,40.2806,-76.6458,14542,US,USA,Pennsylvania,Hershey
Washington Township,United States,North America ,39.7494,-77.558,14541,US,USA,Pennsylvania,Washington Township
Grain Valley,United States,North America ,39.0168,-94.2085,14526,US,USA,Missouri,Grain Valley
Mount Dora,United States,North America ,28.8143,-81.6344,14516,US,USA,Florida,Mount Dora
Windham,United States,North America ,42.8076,-71.2994,14508,US,USA,New Hampshire,Windham
Branchburg,United States,North America ,40.5629,-74.714,14504,US,USA,New Jersey,Branchburg
Warrington,United States,North America ,30.3821,-87.2944,14487,US,USA,Florida,Warrington
Fraser,United States,North America ,42.5388,-82.9496,14480,US,USA,Michigan,Fraser
Beekman,United States,North America ,41.6042,-73.6945,14473,US,USA,New York,Beekman
Hartselle,United States,North America ,34.4391,-86.94,14466,US,USA,Alabama,Hartselle
Hot Springs Village,United States,North America ,34.6568,-92.9644,14466,US,USA,Arkansas,Hot Springs Village
Little Falls,United States,North America ,40.8762,-74.218,14459,US,USA,New Jersey,Little Falls
Fostoria,United States,North America ,41.1601,-83.412,14458,US,USA,Ohio,Fostoria
Tenafly,United States,North America ,40.9175,-73.9531,14453,US,USA,New Jersey,Tenafly
Royal Kunia,United States,North America ,21.4053,-158.0318,14449,US,USA,Hawaii,Royal Kunia
Jefferson Valley-Yorktown,United States,North America ,41.3179,-73.8007,14441,US,USA,New York,Jefferson Valley-Yorktown
Thibodaux,United States,North America ,29.7941,-90.8163,14425,US,USA,Louisiana,Thibodaux
Brandermill,United States,North America ,37.434,-77.6522,14421,US,USA,Virginia,Brandermill
South Venice,United States,North America ,27.0434,-82.4152,14419,US,USA,Florida,South Venice
Bradley Gardens,United States,North America ,40.5711,-74.6678,14417,US,USA,New Jersey,Bradley Gardens
Washington,United States,North America ,38.5514,-91.0151,14417,US,USA,Missouri,Washington
Manorville,United States,North America ,40.8575,-72.7915,14405,US,USA,New York,Manorville
Hanover,United States,North America ,42.1224,-70.8566,14397,US,USA,Massachusetts,Hanover
Hanover,United States,North America ,40.8197,-74.4287,14395,US,USA,New Jersey,Hanover
Robbinsdale,United States,North America ,45.0261,-93.3332,14389,US,USA,Minnesota,Robbinsdale
North Strabane,United States,North America ,40.2279,-80.1488,14388,US,USA,Pennsylvania,North Strabane
East Bridgewater,United States,North America ,42.0352,-70.9424,14386,US,USA,Massachusetts,East Bridgewater
Iona,United States,North America ,26.516,-81.9601,14385,US,USA,Florida,Iona
Clewiston,United States,North America ,26.7529,-80.9399,14383,US,USA,Florida,Clewiston
Warren,United States,North America ,41.8433,-79.1445,14370,US,USA,Pennsylvania,Warren
Chippewa Falls,United States,North America ,44.9358,-91.3902,14366,US,USA,Wisconsin,Chippewa Falls
Ocean View,United States,North America ,38.5355,-75.0984,14360,US,USA,Delaware,Ocean View
